Time,Angle_1,Voltage_1,Angle_2,Voltage_2,Angle_3,Voltage_3,Angle_4,Voltage_4,Angle_5,Voltage_5,Angle_6,Voltage_6,Angle_7,Voltage_7,Angle_8,Voltage_8,Angle_9,Voltage_9
106.0,0.0,1.0,1.686341506041614,0.9999999999999997,-9.423683333264032,0.9999999999999998,-5.375994178700969,0.9894454825628953,-10.042282792611346,0.9767732565483468,-9.423683333264034,0.9994809830204747,-8.781879226739237,0.982596905376301,-4.187858585381292,0.9954114019511477,-9.074832794040397,0.9618107154873989
152.0,0.0,1.0,1.4883785905495892,1.0,-9.6854910886101,0.9999999999999999,-5.374204844131867,0.9897559384905613,-10.164871107870292,0.9767304896813916,-9.685491088610101,0.99928549538701,-9.121850534653856,0.9821039902058517,-4.386373413291419,0.9953182144273074,-8.952918244759362,0.9628052612806289
147.0,0.0,1.0,2.481747901595036,0.9999999999999998,-8.571769418146845,1.0,-4.968079031459352,0.9903016038737987,-9.227573843526272,0.9787323636986462,-8.571769418146845,1.00003607389225,-7.919814065140991,0.983243643728466,-3.3897336302886263,0.9958706726317124,-8.415422868580958,0.9628521991756192
109.0,0.0,1.0,1.053540683556638,0.9999999999999998,-9.983769040423855,0.9999999999999999,-5.681300193094463,0.9887111926511226,-10.476629885827844,0.9759642733506326,-9.983769040423857,0.9991807275687627,-9.408998353795164,0.982193693308024,-4.823050898456689,0.9950077379028035,-9.734723832116252,0.9603425228589278
75.0,0.0,1.0,2.406438626642481,0.9999999999999999,-8.74085618920478,1.0,-5.064722921618308,0.9900054771224601,-9.531752964367332,0.9776340972525576,-8.740856189204777,0.9998581349233764,-8.006030062243834,0.9831873779030947,-3.465282136880999,0.9958302399864842,-8.467135895191467,0.9627724554376949
25.0,0.0,1.0,1.4201998429963878,1.0,-9.504564212231308,0.9999999999999998,-5.406875557350773,0.9895109498673188,-9.8337989775019,0.9780175243777453,-9.504564212231307,0.9995691371096431,-9.034261831982116,0.9824221364194557,-4.45505029619685,0.995234121938252,-9.3788379145491,0.9611287741439789
76.0,0.0,1.0,2.175618634788428,0.9999999999999999,-8.84718201854869,1.0,-5.1521635440369264,0.9898126959437111,-9.500154082160659,0.9780898446164435,-8.847182018548688,0.9998884932740127,-8.193508756214587,0.9831362478679264,-3.6970086104215216,0.9956770650579493,-8.802374614201998,0.961874949377161
22.0,0.0,1.0,1.2672476297994628,0.9999999999999999,-9.702771594436324,0.9999999999999999,-5.569143755854672,0.988939585120252,-10.172170964203461,0.976828985814291,-9.702771594436324,0.999403772189109,-9.146349122346338,0.982442398357444,-4.608644708780233,0.9951257304227452,-9.628698220673362,0.9603353993810603
156.0,0.0,1.0,1.7604072485813145,0.9999999999999999,-9.431678316008577,0.9999999999999999,-5.30069947258095,0.9897640257656604,-10.046121110829764,0.9767234933829277,-9.431678316008577,0.9994214471146438,-8.791522381646839,0.9824347159431324,-4.1134141389849574,0.9954753542642812,-8.807938811859433,0.9627979477915198
85.0,0.0,1.0,1.1631326991860897,1.0,-9.956689109354821,1.0,-5.5580684256549935,0.9892462316432089,-10.403301590604789,0.9762219397543888,-9.956689109354821,0.9991522367303769,-9.409064961799938,0.9819924399596062,-4.712857364796078,0.9951092382421477,-9.371769130680649,0.9617148542827143
184.0,0.0,1.0,1.8900683710242985,1.0,-9.16735464223447,0.9999999999999998,-5.124930814631069,0.990357375988038,-9.550084397257944,0.9785511661993612,-9.16735464223447,0.9996924079225517,-8.669059317782192,0.9824663540995189,-3.9832919317101303,0.9955532295345664,-8.659546350865988,0.9632043822377215
132.0,0.0,1.0,1.0137990238151706,1.0,-10.024671754921386,0.9999999999999999,-5.713771362572108,0.9885985814594875,-10.533189184709501,0.9757800726819172,-10.024671754921389,0.999151167052819,-9.440034510077432,0.9821900264321808,-4.862964989093302,0.9949786456986426,-9.79533387075266,0.9601559824840884
57.0,0.0,1.0,2.4700142836098204,0.9999999999999999,-8.756081587628437,0.9999999999999999,-5.072605789992209,0.9899245545268177,-9.658957348414498,0.977013408198325,-8.756081587628433,0.9997802431263983,-7.954186806596215,0.9832042685052623,-3.401481979928823,0.9958681827328226,-8.375386152279328,0.9629886830087404
14.0,0.0,1.0,1.9350431291830827,0.9999999999999997,-9.079448931477309,0.9999999999999998,-5.311277771593307,0.9893536037244752,-9.761171908707627,0.9773786677762576,-9.079448931477309,0.9997455125563853,-8.405696209410712,0.9830571474277336,-3.9385230360517314,0.9955184587188739,-9.113393041126537,0.9610515983495578
138.0,0.0,1.0,1.5897630364579156,0.9999999999999999,-9.46011161696405,0.9999999999999997,-5.480017656184135,0.9890124344578728,-10.119275031638004,0.9765106907354251,-9.46011161696405,0.999488438627857,-8.79424752609411,0.9827391778551732,-4.284971549587719,0.9953211550628724,-9.366740012384403,0.9607288541388416
194.0,0.0,1.0,1.2491437474572287,1.0,-9.671126667971132,0.9999999999999998,-5.475137128962618,0.9893974249392236,-9.95315696481088,0.9778194459048848,-9.671126667971134,0.9994697475103004,-9.226467469111423,0.9822563191778877,-4.626712046049117,0.9951318979260901,-9.50524850109542,0.9609649999064726
142.0,0.0,1.0,2.5604690758754427,1.0,-8.566630369406234,1.0,-4.9666334370181024,0.9902503030958901,-9.330340268458563,0.9781978723524016,-8.566630369406234,0.9999799021606833,-7.850314464977172,0.9832803946597762,-3.3107181040317815,0.9959204257186259,-8.313825164409621,0.9630855169647474
126.0,0.0,1.0,1.3225363254446154,0.9999999999999999,-9.800445422142289,0.9999999999999998,-5.492394951846005,0.9893644114169879,-10.287375784890699,0.9764318432531363,-9.800445422142285,0.9992469594350621,-9.231164738785164,0.9821444209085246,-4.552880393343487,0.9952060040681033,-9.251116118025411,0.9618817742269445
163.0,0.0,1.0,2.183556262233754,1.0,-8.967312291619153,0.9999999999999999,-5.182751812244551,0.9897422953328247,-9.746557337644589,0.9771292822859025,-8.967312291619155,0.9997187587165572,-8.236358720694493,0.9830340982743183,-3.6889381463896553,0.9956995084781131,-8.677608195632553,0.9623740628428803
196.0,0.0,1.0,0.7527535694856841,0.9999999999999999,-10.2997459667396,0.9999999999999998,-5.755787876152476,0.9887443130549406,-10.652968373243038,0.9758019427615477,-10.2997459667396,0.9989796635014121,-9.802928540481679,0.9817566911153273,-5.124828965795399,0.9948405695257428,-9.829027850208211,0.9606236842694333
91.0,0.0,1.0,1.9644216007242181,0.9999999999999998,-9.130728129556413,0.9999999999999999,-5.260209946704883,0.9896277621260703,-9.806036711337992,0.9772479313356811,-9.130728129556415,0.9996668506180195,-8.459495630561493,0.9828812370596895,-3.9088465270006956,0.9955687989713784,-8.892270524013185,0.9619654084200906
116.0,0.0,1.0,1.9964567370255724,0.9999999999999999,-8.924399954822727,1.0,-5.2412728933455766,0.989534530684762,-9.499509596654077,0.9783010811897809,-8.924399954822729,0.9999075803816835,-8.316452211135434,0.9831428178474357,-3.8769824078196127,0.9955399125686892,-9.11497447858935,0.9609127440504435
128.0,0.0,1.0,2.222725124924226,0.9999999999999998,-8.950632744006832,0.9999999999999999,-5.164720325093793,0.989789820466143,-9.74918104101224,0.9770650853876184,-8.950632744006832,0.9997116143384885,-8.208299063141174,0.9830324139003754,-3.649613760370779,0.9957257862318367,-8.612169549442816,0.962562396478423
63.0,0.0,1.0,1.6771637835779876,0.9999999999999999,-9.480546632302989,1.0,-5.360626855573891,0.9895632599115936,-10.094669475318229,0.9766235965340188,-9.480546632302989,0.999414466739668,-8.840212923723447,0.9824700931532698,-4.196997053589292,0.9954180304950059,-8.971784120562845,0.96227880311803
84.0,0.0,1.0,2.105201128637426,0.9999999999999998,-9.040989845618993,0.9999999999999999,-5.161743276003254,0.9899488777360148,-9.717407959630826,0.9774374226768404,-9.040989845618993,0.9996891092065671,-8.369887471061102,0.9828431754356552,-3.7674787796624227,0.9956681676413206,-8.63138048034988,0.9627771356415077
55.0,0.0,1.0,2.2077005486473245,0.9999999999999999,-8.956568923788199,1.0,-5.143185909596167,0.9899096946279154,-9.704050244757324,0.9772987490132058,-8.956568923788197,0.9997206706972219,-8.244420437298807,0.9829679076368418,-3.6646537842549423,0.9957231760888873,-8.579238600426361,0.9627519419825746
168.0,0.0,1.0,0.9169948709673289,0.9999999999999997,-10.093783156732842,0.9999999999999999,-5.682403469511848,0.988870059408863,-10.454378559726988,0.976324451596209,-10.093783156732842,0.9991390785146124,-9.595906428963506,0.9819682392959076,-4.960028716666259,0.9949348539824907,-9.759048783587607,0.9605703013220077
167.0,0.0,1.0,1.6949084784651534,0.9999999999999999,-9.324989760324568,0.9999999999999998,-5.325159421557607,0.9896216205383858,-9.822383862655073,0.9776412901670674,-9.324989760324568,0.9996118517210563,-8.756951048531235,0.9826268136333551,-4.179296945462395,0.9954105015017165,-9.103739737906997,0.9616915074388797
114.0,0.0,1.0,1.6164035275887128,1.0,-9.449703541011443,1.0,-5.389449968519627,0.9894437833760006,-10.003107122038172,0.9770399633048262,-9.449703541011447,0.9994995237813465,-8.846450303582921,0.9825590298468103,-4.258063839391303,0.995366271681418,-9.158641451867563,0.9616168215659264
40.0,0.0,1.0,1.8907789701078088,1.0,-9.163217762754428,1.0,-5.135209332581411,0.9903052284288135,-9.560345253812837,0.9784967287753206,-9.163217762754424,0.9996967340782956,-8.656484461371184,0.9824988333265637,-3.982589086982291,0.9955519197555547,-8.685840382097375,0.9630872750150348
173.0,0.0,1.0,1.5743985894433061,0.9999999999999999,-9.453764350642171,0.9999999999999997,-5.475309147896594,0.9890407845705093,-10.080053683359393,0.976693634501947,-9.453764350642171,0.9995097705824906,-8.807588406241488,0.9827306135706196,-4.300399359943832,0.9953104575531259,-9.38713629298775,0.9606802153351033
100.0,0.0,1.0,1.660738822130358,0.9999999999999999,-9.291202534561291,0.9999999999999999,-5.279976248600143,0.9898359267060134,-9.651458324875037,0.9783985287620514,-9.291202534561291,0.9996845896750258,-8.80531994671417,0.9825499656066875,-4.213592233963897,0.9953892876643086,-9.106433141471392,0.9617811122297603
